2016-09-29 15:36,ggsn6,apn60,protocolGroup9,protocol12,user598628,website1263703,13,79,59,68
2016-02-29 02:05,ggsn1,apn8,protocolGroup2,protocol2,user73620,website155410,48,61,48,63
2016-04-29 06:14,ggsn3,apn23,protocolGroup4,protocol5,user225998,website477082,95,33,84,46
2016-11-29 20:49,ggsn9,apn81,protocolGroup13,protocol17,user805991,website1701445,88,79,87,5
2016-09-29 16:39,ggsn7,apn65,protocolGroup10,protocol13,user643357,website1358127,59,77,67,81
2016-04-29 05:13,ggsn3,apn21,protocolGroup4,protocol5,user206431,website435775,11,71,80,42
2017-01-30 01:00,ggsn10,apn99,protocolGroup15,protocol20,user986941,website2083433,1,25,21,1
2017-01-30 00:58,ggsn10,apn97,protocolGroup15,protocol20,user963960,website2034919,25,20,68,91
2016-07-29 12:30,ggsn5,apn49,protocolGroup8,protocol10,user487164,website1028402,25,11,40,36
2016-09-29 16:39,ggsn7,apn65,protocolGroup10,protocol13,user641623,website1354466,18,18,89,74
2016-09-29 16:40,ggsn7,apn66,protocolGroup10,protocol14,user654663,website1381992,56,55,68,44
2016-11-29 19:48,ggsn8,apn79,protocolGroup12,protocol16,user788470,website1664460,84,44,10,51
2016-02-29 01:02,ggsn1,apn2,protocolGroup1,protocol1,user17103,website36104,85,32,87,72
2016-09-29 15:37,ggsn7,apn61,protocolGroup10,protocol13,user603238,website1273436,9,68,68,70
2016-02-29 02:04,ggsn1,apn7,protocolGroup1,protocol2,user61185,website129161,91,89,66,28
2016-06-29 09:22,ggsn4,apn36,protocolGroup6,protocol8,user359211,website758295,82,42,9,52
2016-02-29 02:05,ggsn1,apn9,protocolGroup2,protocol2,user82011,website173124,20,58,59,58
2016-04-29 06:15,ggsn3,apn24,protocolGroup4,protocol5,user233609,website493149,26,71,79,43
2016-12-29 22:54,ggsn9,apn90,protocolGroup14,protocol18,user898743,website1897245,35,46,26,24
2016-07-29 12:29,ggsn5,apn48,protocolGroup8,protocol10,user476666,website1006241,39,43,29,19
2016-03-29 04:10,ggsn2,apn17,protocolGroup3,protocol4,user163043,website344183,79,63,42,28
2016-12-29 21:51,ggsn9,apn85,protocolGroup13,protocol17,user846192,website1786312,5,83,74,36
2017-01-29 23:58,ggsn10,apn96,protocolGroup15,protocol20,user957538,website2021363,39,11,86,43
2016-05-29 07:17,ggsn3,apn28,protocolGroup5,protocol6,user279269,website589536,66,93,79,58
2016-12-29 22:54,ggsn9,apn89,protocolGroup14,protocol18,user888503,website1875630,53,76,44,35
2017-01-30 01:00,ggsn10,apn100,protocolGroup15,protocol20,user995872,website2102285,37,52,75,99
2016-03-29 04:09,ggsn2,apn15,protocolGroup3,protocol3,user143724,website303401,44,42,69,81
2016-11-29 19:47,ggsn8,apn77,protocolGroup12,protocol16,user767415,website1620012,32,93,25,2
2016-06-29 10:23,ggsn4,apn38,protocolGroup6,protocol8,user377368,website796624,93,55,47,29
2016-06-29 09:21,ggsn4,apn34,protocolGroup6,protocol7,user339666,website717034,62,75,82,28
2016-08-29 14:34,ggsn6,apn56,protocolGroup9,protocol12,user553506,website1168450,92,46,68,61
2016-12-29 22:54,ggsn9,apn90,protocolGroup14,protocol18,user893264,website1885681,19,22,76,78
2016-07-29 11:26,ggsn5,apn43,protocolGroup7,protocol9,user424228,website895545,63,95,21,70
2016-09-29 16:39,ggsn7,apn65,protocolGroup10,protocol13,user640649,website1352408,35,80,63,35
2016-07-29 11:26,ggsn5,apn43,protocolGroup7,protocol9,user423226,website893430,96,5,16,23
2016-12-29 22:54,ggsn9,apn90,protocolGroup14,protocol18,user895843,website1891125,40,74,23,4
2016-12-29 21:51,ggsn9,apn85,protocolGroup13,protocol17,user847946,website1790014,32,54,17,45
2016-04-29 05:11,ggsn2,apn18,protocolGroup3,protocol4,user179036,website377945,97,91,11,76
2016-03-29 03:07,ggsn2,apn11,protocolGroup2,protocol3,user100486,website212125,10,59,84,40
2016-09-29 15:37,ggsn7,apn62,protocolGroup10,protocol13,user612648,website1293299,6,17,38,4
2017-01-29 23:56,ggsn10,apn92,protocolGroup14,protocol19,user917152,website1936108,29,32,39,16
2016-05-29 07:17,ggsn3,apn28,protocolGroup5,protocol6,user276764,website584248,93,76,65,29
2016-05-29 07:18,ggsn3,apn29,protocolGroup5,protocol6,user287785,website607514,32,19,43,83
2016-08-29 14:35,ggsn6,apn59,protocolGroup9,protocol12,user582005,website1228612,20,79,1,28
2016-09-29 16:39,ggsn7,apn64,protocolGroup10,protocol13,user637753,website1346297,41,33,52,51
2016-09-29 15:37,ggsn7,apn62,protocolGroup10,protocol13,user615516,website1299354,50,99,84,58
2016-10-29 17:42,ggsn7,apn70,protocolGroup11,protocol14,user697886,website1473236,22,45,37,62
2016-12-29 21:52,ggsn9,apn87,protocolGroup13,protocol18,user864688,website1825355,56,49,24,88
2016-12-29 21:51,ggsn9,apn85,protocolGroup13,protocol17,user840972,website1775291,38,36,31,3
2016-08-29 13:32,ggsn6,apn54,protocolGroup8,protocol11,user533059,website1125287,63,30,53,94
2017-01-29 23:56,ggsn10,apn93,protocolGroup14,protocol19,user929026,website1961174,18,60,32,30
2016-09-29 16:40,ggsn7,apn66,protocolGroup10,protocol14,user658779,website1390682,43,7,80,85
2016-07-29 11:27,ggsn5,apn45,protocolGroup7,protocol9,user444988,website939370,73,45,96,67
2016-08-29 13:32,ggsn6,apn52,protocolGroup8,protocol11,user518846,website1095283,97,17,11,6
2016-11-29 20:50,ggsn9,apn82,protocolGroup13,protocol17,user818321,website1727475,86,94,80,31
2017-01-30 00:58,ggsn10,apn96,protocolGroup15,protocol20,user958561,website2023522,73,46,44,64
2017-01-30 00:59,ggsn10,apn98,protocolGroup15,protocol20,user979085,website2066848,34,62,12,32
2016-10-29 17:42,ggsn7,apn70,protocolGroup11,protocol14,user697263,website1471922,89,42,68,25
2016-11-29 19:46,ggsn8,apn77,protocolGroup12,protocol16,user763122,website1610949,31,34,7,87
2016-10-29 18:43,ggsn8,apn72,protocolGroup11,protocol15,user716189,website1511875,9,18,18,86
2016-07-29 11:28,ggsn5,apn46,protocolGroup7,protocol10,user456259,website963163,64,6,35,71
2016-04-29 05:12,ggsn2,apn19,protocolGroup3,protocol4,user185506,website391603,39,39,42,55
2016-08-29 13:31,ggsn6,apn52,protocolGroup8,protocol11,user512810,website1082542,78,39,78,45
2016-04-29 05:13,ggsn3,apn21,protocolGroup4,protocol5,user204188,website431041,7,81,21,81
2017-01-30 00:58,ggsn10,apn96,protocolGroup15,protocol20,user958597,website2023597,32,50,56,27
2016-12-29 21:51,ggsn9,apn85,protocolGroup13,protocol17,user842962,website1779493,42,7,53,69
2016-10-29 18:44,ggsn8,apn73,protocolGroup11,protocol15,user727445,website1535635,21,17,88,95
2016-08-29 14:33,ggsn6,apn55,protocolGroup9,protocol11,user547298,website1155346,72,78,50,7
2016-12-29 21:52,ggsn9,apn86,protocolGroup13,protocol18,user859258,website1813893,61,60,53,61
2016-03-29 03:06,ggsn1,apn10,protocolGroup2,protocol2,user90109,website190219,42,65,74,10
2016-04-29 05:11,ggsn2,apn18,protocolGroup3,protocol4,user174866,website369142,20,4,85,62
2016-10-29 17:42,ggsn7,apn70,protocolGroup11,protocol14,user693974,website1464978,84,68,9,8
2016-07-29 11:27,ggsn5,apn45,protocolGroup7,protocol9,user445763,website941006,1,50,31,98
2016-04-29 05:11,ggsn2,apn17,protocolGroup3,protocol4,user167323,website353218,25,5,60,38
2016-11-29 20:48,ggsn8,apn80,protocolGroup12,protocol16,user794327,website1676824,27,65,99,84
2016-07-29 11:26,ggsn5,apn44,protocolGroup7,protocol9,user430831,website909484,63,56,56,50
2016-11-29 20:50,ggsn9,apn84,protocolGroup13,protocol17,user831323,website1754921,72,24,64,50
2016-07-29 11:26,ggsn5,apn43,protocolGroup7,protocol9,user427618,website902700,47,82,20,26
2017-01-30 01:00,ggsn10,apn100,protocolGroup15,protocol20,user992394,website2094944,12,65,59,78
2016-06-29 10:25,ggsn5,apn41,protocolGroup7,protocol9,user407605,website860454,41,82,85,80
2016-07-29 11:27,ggsn5,apn45,protocolGroup7,protocol9,user444278,website937870,61,44,72,52
2016-02-29 01:01,ggsn1,apn2,protocolGroup1,protocol1,user12226,website25810,3,14,80,35
2016-07-29 11:28,ggsn5,apn46,protocolGroup7,protocol10,user455824,website962244,65,60,17,41
2016-08-29 13:33,ggsn6,apn54,protocolGroup9,protocol11,user535687,website1130835,91,58,56,30
2016-02-29 02:05,ggsn1,apn8,protocolGroup2,protocol2,user70302,website148407,44,23,75,18
2016-08-29 14:33,ggsn6,apn55,protocolGroup9,protocol11,user544060,website1148510,47,60,56,29
2016-07-29 12:28,ggsn5,apn47,protocolGroup7,protocol10,user466302,website984363,40,63,37,66
2016-08-29 14:34,ggsn6,apn56,protocolGroup9,protocol12,user550064,website1161183,1,59,7,94
2016-06-29 10:24,ggsn4,apn39,protocolGroup6,protocol8,user387810,website818667,40,22,5,49
2016-05-29 07:18,ggsn3,apn30,protocolGroup5,protocol6,user291472,website615297,56,60,14,79
2016-04-29 05:12,ggsn2,apn19,protocolGroup3,protocol4,user183393,website387143,33,4,42,91
2017-01-30 00:59,ggsn10,apn99,protocolGroup15,protocol20,user982494,website2074043,47,12,62,61
2016-04-29 05:12,ggsn2,apn19,protocolGroup3,protocol4,user184119,website388675,82,51,66,67
